PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO
análisis_clónico,SUSTANTIVO,COMÚN,,
análisis_comparativo,SUSTANTIVO,COMÚN,,
análisis_cualitativo,SUSTANTIVO,COMÚN,,
análisis_cuantitativo,SUSTANTIVO,COMÚN,,
análisis_de_datos,SUSTANTIVO,COMÚN,MASCULINO,INVARIABLE
análisis_de_sangre,SUSTANTIVO,COMÚN,MASCULINO,INVARIABLE
análisis_del_discurso,SUSTANTIVO,COMÚN,MASCULINO,INVARIABLE
análisis_econímico,SUSTANTIVO,COMÚN,,
análisis_estadístico,SUSTANTIVO,COMÚN,,
análisis_funcional,SUSTANTIVO,COMÚN,,
análisis_histírico,SUSTANTIVO,COMÚN,,
análisis_químico,SUSTANTIVO,COMÚN,,
anas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
anatomía_humana,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anatomía_patológica,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ancho_de_banda,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anchura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
anchuras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
anciana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ancianas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
anciano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ancianos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
andadura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
andaduras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
andaluces,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
andaluz,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anécdota,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
anécdotas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ángel,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ángeles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ángulo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ángulos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
angustia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
angustias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
anillo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anillos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
animal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
animal_salvaje,SUSTANTIVO,COMÚN,,
animales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ánimo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ánimos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aniversario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aniversarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anochecer,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anocheceres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
anomalía,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
anomalías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
anos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ansia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ansias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ansiedad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ansiedades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
antecedente,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
antecedente_personal,SUSTANTIVO,COMÚN,,
antecedentes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
antena,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
antenas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
antepasado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
antepasados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
anticuerpo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anticuerpos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
antigüedad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
antigüedades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
antiguo_régimen,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
antropología_cultural,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
antropología_filosófica,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anuario_estadístico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anuncio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
anuncios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
añicos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
año,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
año_de_servicio,SUSTANTIVO,COMÚN,,
año_fiscal,SUSTANTIVO,COMÚN,,
año_natural,SUSTANTIVO,COMÚN,,
año_sabático,SUSTANTIVO,COMÚN,,
años,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aparador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aparadores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aparato,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aparatos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aparcero,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aparceros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aparejo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aparejos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aparición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
apariciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
apariencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
apariencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
apartado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apartado_de_correos,SUSTANTIVO,COMÚN,,
apartados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apartamento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apartamentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apego,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apegos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apellido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apellidos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apéndice,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apéndices,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apercibimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apercibimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apertura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aperturas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
apetito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apetitos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aplauso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aplausos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aplicación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aplicación_informática,SUSTANTIVO,COMÚN,,
aplicaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aportación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aportaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
apóstol,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apóstoles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apoyo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apoyo_docente,SUSTANTIVO,COMÚN,,
apoyo_escolar,SUSTANTIVO,COMÚN,,
apoyo_financiero,SUSTANTIVO,COMÚN,,
apoyo_logístico,SUSTANTIVO,COMÚN,,
apoyo_psicológico,SUSTANTIVO,COMÚN,,
apoyo_social,SUSTANTIVO,COMÚN,,
apoyo_técnico,SUSTANTIVO,COMÚN,,
apoyos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
apreciación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
apreciaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aprecio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aprecios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aprendizaje,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aprendizaje_significativo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aprendizajes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aprobación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aprobaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aprovechamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aprovechamientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aproximación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aproximaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aptitud,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aptitudes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
apuesta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
apuestas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
apuro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
apuros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
árabe,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
árabes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
arabización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arabizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aragonés,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aragoneses,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
araña,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arañas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
árbitro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
árbitros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
árbol,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
árbol_frutal,SUSTANTIVO,COMÚN,,
árbol_genealógico,SUSTANTIVO,COMÚN,,
árboles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arbusto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arbustos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arca,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arcas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
archivo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
archivo_general,SUSTANTIVO,COMÚN,,
archivos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arcilla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arcillas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
arco,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arcos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
área,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
áreas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
arena,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arenas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
argentina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
argentinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
argentino,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
argentinos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
argumentación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
argumentaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
argumento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
argumentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aritmética,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aritméticas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
arma,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arma_biológica,SUSTANTIVO,COMÚN,,
arma_nuclear,SUSTANTIVO,COMÚN,,
arma_química,SUSTANTIVO,COMÚN,,
armamento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
armamentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
armario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
armarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
armas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
armonía,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
armonías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aroma,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aroma,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aromas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aromas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arqueología,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arqueologías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
arquitecto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arquitecto_técnico,SUSTANTIVO,COMÚN,,
arquitectos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arquitectura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arquitectura_popular,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arquitecturas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
arraigo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arraigos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arranque,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arranque,SUSTANTIVO,PROPIO,MASCULINO,INVARIABLE
arranque,SUSTANTIVO,PROPIO,COMÚN,PLURAL
arranques,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arrebato,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arrebatos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arreglo_floral,SUSTANTIVO,COMÚN,,
arroces,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arroyo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arroyos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
arroz,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arroz_blanco,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arruga,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
arrugas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
arsenal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arsenales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
art_nouveau,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
arte,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
arte_contemporáneo,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
arte_dramático,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
arte_medieval,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
arte_moderno,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
arte_popular,SUSTANTIVO,COMÚN,,
artes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
artes_aplicadas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
artes_audiovisuales,SUSTANTIVO,COMÚN,COMÚN,PLURAL
articulación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
articulaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
artículo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
artículos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
artista,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
artistas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
as,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asalto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asaltos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asamblea,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asamblea_general,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asamblea_general_extraordinaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asamblea_general_ordinaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asamblea_nacional_constituyente,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asamblea_plenaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asamblea_popular,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asambleas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ascensión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ascensiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ascenso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ascensor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ascensores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ascensos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asco,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ascos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asegurado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asegurador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aseguradores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asegurados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asentamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asentamientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ases,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asesinato,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asesinatos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asesino,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asesinos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asesor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asesor_fiscal,SUSTANTIVO,COMÚN,,
asesor_jurídico,SUSTANTIVO,COMÚN,,
asesor_legal,SUSTANTIVO,COMÚN,,
asesor_técnico,SUSTANTIVO,COMÚN,,
asesores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asesoría_jurídica,SUSTANTIVO,COMÚN,,
asesoría_legal,SUSTANTIVO,COMÚN,,
asfalto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asfaltos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asiento,SUSTANTIVO,PROPIO,COMÚN,PLURAL
asientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asignatura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asignaturas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
asilo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asilo_político,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asilos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
asimilación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asimilaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
asistencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asistencia_legal,SUSTANTIVO,COMÚN,,
asistencia_sanitaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asistencia_técnica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asistencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
asistente,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
asistentes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
asma_bronquial,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asociación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asociación_civil,SUSTANTIVO,COMÚN,,
asociación_de_empresarios,SUSTANTIVO,COMÚN,,
asociación_de_vecinos,SUSTANTIVO,COMÚN,,
asociación_empresarial,SUSTANTIVO,COMÚN,,
asociación_profesional,SUSTANTIVO,COMÚN,,
asociaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
asombro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asombros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aspecto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aspectos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aspiración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aspiraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
astucia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
astucias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
asunción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
asunciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
asunto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
asuntos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ataque,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ataques,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
atardecer,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
atardeceres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
atención,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atención_al_cliente,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atención_directa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atención_domiciliaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atención_médica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atención_personal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atención_sanitaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atención_temprana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atenciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
atentado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
atentados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
atilana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atilanas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
atmósfera,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atmósferas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
átomo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
átomos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
atracador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
atracadores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
atracción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atracciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
atractivo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
atractivos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
atribución,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
atribuciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
audición_y_lenguaje,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
audiencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
audiencia_nacional,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
audiencia_provincial,SUSTANTIVO,COMÚN,,
audiencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
auditoría_de_cuentas,SUSTANTIVO,COMÚN,,
auditoría_externo,SUSTANTIVO,COMÚN,,
auditoría_interno,SUSTANTIVO,COMÚN,,
auge,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
auges,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aula_de_informática,SUSTANTIVO,COMÚN,,
aumento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aumento_de_precio,SUSTANTIVO,COMÚN,,
aumentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ausencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ausencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
auto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
autobús,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
autobuses,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
automóvil,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
automóvil_club,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
automóviles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
autonomía,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
autonomía_personal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
autonomías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
autor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
autores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
autoridad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
autoridad_laboral,SUSTANTIVO,COMÚN,,
autoridades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
autorización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
autorización_expresa,SUSTANTIVO,COMÚN,,
autorización_judicial,SUSTANTIVO,COMÚN,,
autorización_previa,SUSTANTIVO,COMÚN,,
autorizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
autos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
avance,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
avances,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ave,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
avenida,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
avenidas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aventura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aventuras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aves,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
aviación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
aviaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
avión,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aviones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aviso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
avisos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ayuda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ayuda,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ayuda_a_domicilio,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ayuda_humanitaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ayuda_oficial,SUSTANTIVO,COMÚN,,
ayudante,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
ayudante,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ayudantes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
ayudantes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ayudas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ayudas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ayuntamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ayuntamientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
azar,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
azares,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
aznar,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
aznares,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
azotea,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
azoteas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
