PALABRA,CATEGORÍA,TERMINACIÓN,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aclamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclarar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclarecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclimar,VERBO,AR,,,,NORECONOCIDO
aclimatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclocar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acobardar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acobdar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acobdiciar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acobijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acocar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acocear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acochar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acochinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoclar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acocotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoderar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodiciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoger,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoginar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acogollar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acogombrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acogotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acohombrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoitar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acojonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolchonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acollar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acollarar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acollonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acombar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomedar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomedir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomendar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acometer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomodar,VERBO,AR,,,,NORECONOCIDO
acompañar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acompasar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomplejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomunalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomunar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aconchabar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aconchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acondicionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aconduchar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acongojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aconhortar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aconsejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aconsonantar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acontar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acontecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acontentar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acopar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acopiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoplar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoquinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorchar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acordar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acordelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acordonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acornar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acornear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorralar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorrer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorrucar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acortar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorullar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorvar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acorzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acosar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acosijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acostar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acostumbrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acotejar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acotolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoyundar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoyuntar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acrecentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acrecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acreditar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acreer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acrianzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acribar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acribillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acriminar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acriollar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acrisolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acristalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acristalizar,VERBO,AR,,,,NORECONOCIDO
acristianar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acromatizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
actitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
activar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
actualizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
actuar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuadrillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuantiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuartar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuartelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuartillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuatizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acubilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuchillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuclillar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acudiciar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acudir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuidadar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acuitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acullicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aculturar,VERBO,AR,,,,NORECONOCIDO
aculturizar,VERBO,AR,,,,NORECONOCIDO
acumbrar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acumular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acunar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acuntir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acurdar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acurrucar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acurrullar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acusar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adaguar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adamar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
adamascar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adaponer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adaptar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adardear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adargar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adarvar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adecenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adecentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adecuar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adehesar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adelantar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adelgazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adeliñar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
ademar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adempribiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adensar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adentellar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adentrar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aderar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aderezar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adermar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adestrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adeudar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adherecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adherir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adhibir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adhortar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adicionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adiestrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adietar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adinerar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adivinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adjetivar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adjudicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adjuntar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adjurar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adminicular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
administrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
admirar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
admitir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adobar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adocenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adocilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adocir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adoctrinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adolecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adolorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adomiciliar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adonar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adonecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adonizar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
adoptar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adoquinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adormecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adormentar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adormilar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
adormir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adormitar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
adornar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adosar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adotrinar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adquirir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adrezar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adrizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adscribir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adsorver,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adstringir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aduanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aducir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adueñar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
adujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adulcir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adulear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adulterar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adulzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adulzorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adumbrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adunar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adurar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
adurir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
advenir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adverar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adverbializar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
adversar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
advertir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
advocar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aerotransportar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afacer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afalagar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afascalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afeblecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afeccionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afectar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afeitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afelpar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afeminar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aferir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afermosear,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aferrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aferrojar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aferventar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afervorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afervorizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afianzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afiar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afiblar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aficar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aficionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afiebrar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
afielar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afijar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afiliar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afiligranar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afilorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afincar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afinciar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afinojar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afirmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afirolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afistolar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afistular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aflacar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aflamar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aflaquecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aflatar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aflautar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afleitar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afletar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afligir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aflojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aflorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afluir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afofar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
afogar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afogarar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afollar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afondar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aforadar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aforar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aforcar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afornecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aforrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afortalar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afortunar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afosar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
afoscar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
afoyar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afozar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afrailar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afrancar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
afrancesar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afreñir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afrechar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
afrenillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afrentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afretar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
africanizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
afrontar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
