PALABRA,CATEGORÍA,TIPO,GENERO,NUMERO
aniversario,NOMBRE,COMÚN,MASCULINO,SINGULAR
aniversarios,NOMBRE,COMÚN,MASCULINO,PLURAL
ano,NOMBRE,COMÚN,MASCULINO,SINGULAR
anochecer,NOMBRE,COMÚN,MASCULINO,SINGULAR
anocheceres,NOMBRE,COMÚN,MASCULINO,PLURAL
anomalía,NOMBRE,COMÚN,FEMENINO,SINGULAR
anomalías,NOMBRE,COMÚN,FEMENINO,PLURAL
anos,NOMBRE,COMÚN,MASCULINO,PLURAL
ansia,NOMBRE,COMÚN,FEMENINO,SINGULAR
ansias,NOMBRE,COMÚN,FEMENINO,PLURAL
ansiedad,NOMBRE,COMÚN,FEMENINO,SINGULAR
ansiedades,NOMBRE,COMÚN,FEMENINO,PLURAL
antecedente,NOMBRE,COMÚN,MASCULINO,SINGULAR
antecedente_personal,NOMBRE,COMÚN,,
antecedentes,NOMBRE,COMÚN,MASCULINO,PLURAL
antena,NOMBRE,COMÚN,FEMENINO,SINGULAR
antenas,NOMBRE,COMÚN,FEMENINO,PLURAL
antepasado,NOMBRE,COMÚN,MASCULINO,SINGULAR
antepasados,NOMBRE,COMÚN,MASCULINO,PLURAL
anticuerpo,NOMBRE,COMÚN,MASCULINO,SINGULAR
anticuerpos,NOMBRE,COMÚN,MASCULINO,PLURAL
antigüedad,NOMBRE,COMÚN,FEMENINO,SINGULAR
antigüedades,NOMBRE,COMÚN,FEMENINO,PLURAL
antiguo_régimen,NOMBRE,COMÚN,MASCULINO,SINGULAR
antropología_cultural,NOMBRE,COMÚN,MASCULINO,SINGULAR
antropología_filosófica,NOMBRE,COMÚN,MASCULINO,SINGULAR
anuario_estadístico,NOMBRE,COMÚN,MASCULINO,SINGULAR
anuncio,NOMBRE,COMÚN,MASCULINO,SINGULAR
anuncios,NOMBRE,COMÚN,MASCULINO,PLURAL
añicos,NOMBRE,COMÚN,MASCULINO,PLURAL
año,NOMBRE,COMÚN,MASCULINO,SINGULAR
año_de_servicio,NOMBRE,COMÚN,,
año_fiscal,NOMBRE,COMÚN,,
año_natural,NOMBRE,COMÚN,,
año_sabático,NOMBRE,COMÚN,,
años,NOMBRE,COMÚN,MASCULINO,PLURAL
aparador,NOMBRE,COMÚN,MASCULINO,SINGULAR
aparadores,NOMBRE,COMÚN,MASCULINO,PLURAL
aparato,NOMBRE,COMÚN,MASCULINO,SINGULAR
aparatos,NOMBRE,COMÚN,MASCULINO,PLURAL
aparcero,NOMBRE,COMÚN,MASCULINO,SINGULAR
aparceros,NOMBRE,COMÚN,MASCULINO,PLURAL
aparejo,NOMBRE,COMÚN,MASCULINO,SINGULAR
aparejos,NOMBRE,COMÚN,MASCULINO,PLURAL
aparición,NOMBRE,COMÚN,FEMENINO,SINGULAR
apariciones,NOMBRE,COMÚN,FEMENINO,PLURAL
apariencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
apariencias,NOMBRE,COMÚN,FEMENINO,PLURAL
apartado,NOMBRE,COMÚN,MASCULINO,SINGULAR
apartado_de_correos,NOMBRE,COMÚN,,
apartados,NOMBRE,COMÚN,MASCULINO,PLURAL
apartamento,NOMBRE,COMÚN,MASCULINO,SINGULAR
apartamentos,NOMBRE,COMÚN,MASCULINO,PLURAL
apego,NOMBRE,COMÚN,MASCULINO,SINGULAR
apegos,NOMBRE,COMÚN,MASCULINO,PLURAL
apellido,NOMBRE,COMÚN,MASCULINO,SINGULAR
apellidos,NOMBRE,COMÚN,MASCULINO,PLURAL
apéndice,NOMBRE,COMÚN,MASCULINO,SINGULAR
apéndices,NOMBRE,COMÚN,MASCULINO,PLURAL
apercibimiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
apercibimientos,NOMBRE,COMÚN,MASCULINO,PLURAL
apertura,NOMBRE,COMÚN,FEMENINO,SINGULAR
aperturas,NOMBRE,COMÚN,FEMENINO,PLURAL
apetito,NOMBRE,COMÚN,MASCULINO,SINGULAR
apetitos,NOMBRE,COMÚN,MASCULINO,PLURAL
aplauso,NOMBRE,COMÚN,MASCULINO,SINGULAR
aplausos,NOMBRE,COMÚN,MASCULINO,PLURAL
aplicación,NOMBRE,COMÚN,FEMENINO,SINGULAR
aplicación_informática,NOMBRE,COMÚN,,
aplicaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
aportación,NOMBRE,COMÚN,FEMENINO,SINGULAR
aportaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
apóstol,NOMBRE,COMÚN,MASCULINO,SINGULAR
apóstoles,NOMBRE,COMÚN,MASCULINO,PLURAL
apoyo,NOMBRE,COMÚN,MASCULINO,SINGULAR
apoyo_docente,NOMBRE,COMÚN,,
apoyo_escolar,NOMBRE,COMÚN,,
apoyo_financiero,NOMBRE,COMÚN,,
apoyo_logístico,NOMBRE,COMÚN,,
apoyo_psicológico,NOMBRE,COMÚN,,
apoyo_social,NOMBRE,COMÚN,,
apoyo_técnico,NOMBRE,COMÚN,,
apoyos,NOMBRE,COMÚN,MASCULINO,PLURAL
apreciación,NOMBRE,COMÚN,FEMENINO,SINGULAR
apreciaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
aprecio,NOMBRE,COMÚN,MASCULINO,SINGULAR
aprecios,NOMBRE,COMÚN,MASCULINO,PLURAL
aprendizaje,NOMBRE,COMÚN,MASCULINO,SINGULAR
aprendizaje_significativo,NOMBRE,COMÚN,MASCULINO,SINGULAR
aprendizajes,NOMBRE,COMÚN,MASCULINO,PLURAL
aprobación,NOMBRE,COMÚN,FEMENINO,SINGULAR
aprobaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
aprovechamiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
aprovechamientos,NOMBRE,COMÚN,MASCULINO,PLURAL
aproximación,NOMBRE,COMÚN,FEMENINO,SINGULAR
aproximaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
aptitud,NOMBRE,COMÚN,FEMENINO,SINGULAR
aptitudes,NOMBRE,COMÚN,FEMENINO,PLURAL
apuesta,NOMBRE,COMÚN,FEMENINO,SINGULAR
apuestas,NOMBRE,COMÚN,FEMENINO,PLURAL
apuro,NOMBRE,COMÚN,MASCULINO,SINGULAR
apuros,NOMBRE,COMÚN,MASCULINO,PLURAL
árabe,NOMBRE,COMÚN,COMÚN,SINGULAR
árabes,NOMBRE,COMÚN,COMÚN,PLURAL
arabización,NOMBRE,COMÚN,FEMENINO,SINGULAR
arabizaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
aragonés,NOMBRE,COMÚN,MASCULINO,SINGULAR
aragoneses,NOMBRE,COMÚN,MASCULINO,PLURAL
araña,NOMBRE,COMÚN,FEMENINO,SINGULAR
arañas,NOMBRE,COMÚN,FEMENINO,PLURAL
árbitro,NOMBRE,COMÚN,MASCULINO,SINGULAR
árbitros,NOMBRE,COMÚN,MASCULINO,PLURAL
árbol,NOMBRE,COMÚN,MASCULINO,SINGULAR
árbol_frutal,NOMBRE,COMÚN,,
árbol_genealógico,NOMBRE,COMÚN,,
árboles,NOMBRE,COMÚN,MASCULINO,PLURAL
arbusto,NOMBRE,COMÚN,MASCULINO,SINGULAR
arbustos,NOMBRE,COMÚN,MASCULINO,PLURAL
arca,NOMBRE,COMÚN,FEMENINO,SINGULAR
arcas,NOMBRE,COMÚN,FEMENINO,PLURAL
archivo,NOMBRE,COMÚN,MASCULINO,SINGULAR
archivo_general,NOMBRE,COMÚN,,
archivos,NOMBRE,COMÚN,MASCULINO,PLURAL
arcilla,NOMBRE,COMÚN,FEMENINO,SINGULAR
arcillas,NOMBRE,COMÚN,FEMENINO,PLURAL
arco,NOMBRE,COMÚN,MASCULINO,SINGULAR
arcos,NOMBRE,COMÚN,MASCULINO,PLURAL
área,NOMBRE,COMÚN,FEMENINO,SINGULAR
áreas,NOMBRE,COMÚN,FEMENINO,PLURAL
arena,NOMBRE,COMÚN,FEMENINO,SINGULAR
arenas,NOMBRE,COMÚN,FEMENINO,PLURAL
argentina,NOMBRE,COMÚN,FEMENINO,SINGULAR
argentinas,NOMBRE,COMÚN,FEMENINO,PLURAL
argentino,NOMBRE,COMÚN,MASCULINO,SINGULAR
argentinos,NOMBRE,COMÚN,MASCULINO,PLURAL
argumentación,NOMBRE,COMÚN,FEMENINO,SINGULAR
argumentaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
argumento,NOMBRE,COMÚN,MASCULINO,SINGULAR
argumentos,NOMBRE,COMÚN,MASCULINO,PLURAL
aritmética,NOMBRE,COMÚN,FEMENINO,SINGULAR
aritméticas,NOMBRE,COMÚN,FEMENINO,PLURAL
arma,NOMBRE,COMÚN,FEMENINO,SINGULAR
arma_biológica,NOMBRE,COMÚN,,
arma_nuclear,NOMBRE,COMÚN,,
arma_química,NOMBRE,COMÚN,,
armamento,NOMBRE,COMÚN,MASCULINO,SINGULAR
armamentos,NOMBRE,COMÚN,MASCULINO,PLURAL
armario,NOMBRE,COMÚN,MASCULINO,SINGULAR
armarios,NOMBRE,COMÚN,MASCULINO,PLURAL
armas,NOMBRE,COMÚN,FEMENINO,PLURAL
armonía,NOMBRE,COMÚN,FEMENINO,SINGULAR
armonías,NOMBRE,COMÚN,FEMENINO,PLURAL
aro,NOMBRE,COMÚN,MASCULINO,SINGULAR
aroma,NOMBRE,COMÚN,FEMENINO,SINGULAR
aroma,NOMBRE,COMÚN,MASCULINO,SINGULAR
aromas,NOMBRE,COMÚN,FEMENINO,PLURAL
aromas,NOMBRE,COMÚN,MASCULINO,PLURAL
aros,NOMBRE,COMÚN,MASCULINO,PLURAL
arqueología,NOMBRE,COMÚN,FEMENINO,SINGULAR
arqueologías,NOMBRE,COMÚN,FEMENINO,PLURAL
arquitecto,NOMBRE,COMÚN,MASCULINO,SINGULAR
arquitecto_técnico,NOMBRE,COMÚN,,
arquitectos,NOMBRE,COMÚN,MASCULINO,PLURAL
arquitectura,NOMBRE,COMÚN,FEMENINO,SINGULAR
arquitectura_popular,NOMBRE,COMÚN,FEMENINO,SINGULAR
arquitecturas,NOMBRE,COMÚN,FEMENINO,PLURAL
arraigo,NOMBRE,COMÚN,MASCULINO,SINGULAR
arraigos,NOMBRE,COMÚN,MASCULINO,PLURAL
arranque,NOMBRE,COMÚN,MASCULINO,SINGULAR
arranque,NOMBRE,PROPIO,MASCULINO,INVARIABLE
arranque,NOMBRE,PROPIO,COMÚN,PLURAL
arranques,NOMBRE,COMÚN,MASCULINO,PLURAL
arrebato,NOMBRE,COMÚN,MASCULINO,SINGULAR
arrebatos,NOMBRE,COMÚN,MASCULINO,PLURAL
arreglo_floral,NOMBRE,COMÚN,,
arroces,NOMBRE,COMÚN,MASCULINO,PLURAL
arroyo,NOMBRE,COMÚN,MASCULINO,SINGULAR
arroyos,NOMBRE,COMÚN,MASCULINO,PLURAL
arroz,NOMBRE,COMÚN,MASCULINO,SINGULAR
arroz_blanco,NOMBRE,COMÚN,MASCULINO,SINGULAR
arruga,NOMBRE,COMÚN,FEMENINO,SINGULAR
arrugas,NOMBRE,COMÚN,FEMENINO,PLURAL
arsenal,NOMBRE,COMÚN,MASCULINO,SINGULAR
arsenales,NOMBRE,COMÚN,MASCULINO,PLURAL
art_nouveau,NOMBRE,COMÚN,MASCULINO,SINGULAR
arte,NOMBRE,COMÚN,COMÚN,SINGULAR
arte_contemporáneo,NOMBRE,COMÚN,COMÚN,SINGULAR
arte_dramático,NOMBRE,COMÚN,COMÚN,SINGULAR
arte_medieval,NOMBRE,COMÚN,COMÚN,SINGULAR
arte_moderno,NOMBRE,COMÚN,COMÚN,SINGULAR
arte_popular,NOMBRE,COMÚN,,
artes,NOMBRE,COMÚN,COMÚN,PLURAL
artes_aplicadas,NOMBRE,COMÚN,COMÚN,PLURAL
artes_audiovisuales,NOMBRE,COMÚN,COMÚN,PLURAL
articulación,NOMBRE,COMÚN,FEMENINO,SINGULAR
articulaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
artículo,NOMBRE,COMÚN,MASCULINO,SINGULAR
artículos,NOMBRE,COMÚN,MASCULINO,PLURAL
artista,NOMBRE,COMÚN,COMÚN,SINGULAR
artistas,NOMBRE,COMÚN,COMÚN,PLURAL
as,NOMBRE,COMÚN,MASCULINO,SINGULAR
asalto,NOMBRE,COMÚN,MASCULINO,SINGULAR
asaltos,NOMBRE,COMÚN,MASCULINO,PLURAL
asamblea,NOMBRE,COMÚN,FEMENINO,SINGULAR
asamblea_general,NOMBRE,COMÚN,FEMENINO,SINGULAR
asamblea_general_extraordinaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
asamblea_general_ordinaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
asamblea_nacional_constituyente,NOMBRE,COMÚN,FEMENINO,SINGULAR
asamblea_plenaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
asamblea_popular,NOMBRE,COMÚN,FEMENINO,SINGULAR
asambleas,NOMBRE,COMÚN,FEMENINO,PLURAL
ascensión,NOMBRE,COMÚN,FEMENINO,SINGULAR
ascensiones,NOMBRE,COMÚN,FEMENINO,PLURAL
ascenso,NOMBRE,COMÚN,MASCULINO,SINGULAR
ascensor,NOMBRE,COMÚN,MASCULINO,SINGULAR
ascensores,NOMBRE,COMÚN,MASCULINO,PLURAL
ascensos,NOMBRE,COMÚN,MASCULINO,PLURAL
asco,NOMBRE,COMÚN,MASCULINO,SINGULAR
ascos,NOMBRE,COMÚN,MASCULINO,PLURAL
asegurado,NOMBRE,COMÚN,MASCULINO,SINGULAR
asegurador,NOMBRE,COMÚN,MASCULINO,SINGULAR
aseguradores,NOMBRE,COMÚN,MASCULINO,PLURAL
asegurados,NOMBRE,COMÚN,MASCULINO,PLURAL
asentamiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
asentamientos,NOMBRE,COMÚN,MASCULINO,PLURAL
ases,NOMBRE,COMÚN,MASCULINO,PLURAL
asesinato,NOMBRE,COMÚN,MASCULINO,SINGULAR
asesinatos,NOMBRE,COMÚN,MASCULINO,PLURAL
asesino,NOMBRE,COMÚN,MASCULINO,SINGULAR
asesinos,NOMBRE,COMÚN,MASCULINO,PLURAL
asesor,NOMBRE,COMÚN,MASCULINO,SINGULAR
asesor_fiscal,NOMBRE,COMÚN,,
asesor_jurídico,NOMBRE,COMÚN,,
asesor_legal,NOMBRE,COMÚN,,
asesor_técnico,NOMBRE,COMÚN,,
asesores,NOMBRE,COMÚN,MASCULINO,PLURAL
asesoría_jurídica,NOMBRE,COMÚN,,
asesoría_legal,NOMBRE,COMÚN,,
asfalto,NOMBRE,COMÚN,MASCULINO,SINGULAR
asfaltos,NOMBRE,COMÚN,MASCULINO,PLURAL
asiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
asiento,NOMBRE,PROPIO,COMÚN,PLURAL
asientos,NOMBRE,COMÚN,MASCULINO,PLURAL
asignatura,NOMBRE,COMÚN,FEMENINO,SINGULAR
asignaturas,NOMBRE,COMÚN,FEMENINO,PLURAL
asilo,NOMBRE,COMÚN,MASCULINO,SINGULAR
asilo_político,NOMBRE,COMÚN,MASCULINO,SINGULAR
asilos,NOMBRE,COMÚN,MASCULINO,PLURAL
asimilación,NOMBRE,COMÚN,FEMENINO,SINGULAR
asimilaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
asistencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
asistencia_legal,NOMBRE,COMÚN,,
asistencia_sanitaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
asistencia_técnica,NOMBRE,COMÚN,FEMENINO,SINGULAR
asistencias,NOMBRE,COMÚN,FEMENINO,PLURAL
asistente,NOMBRE,COMÚN,COMÚN,SINGULAR
asistentes,NOMBRE,COMÚN,COMÚN,PLURAL
asma_bronquial,NOMBRE,COMÚN,FEMENINO,SINGULAR
asociación,NOMBRE,COMÚN,FEMENINO,SINGULAR
asociación_civil,NOMBRE,COMÚN,,
asociación_de_empresarios,NOMBRE,COMÚN,,
asociación_de_vecinos,NOMBRE,COMÚN,,
asociación_empresarial,NOMBRE,COMÚN,,
asociación_profesional,NOMBRE,COMÚN,,
asociaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
asombro,NOMBRE,COMÚN,MASCULINO,SINGULAR
asombros,NOMBRE,COMÚN,MASCULINO,PLURAL
aspecto,NOMBRE,COMÚN,MASCULINO,SINGULAR
aspectos,NOMBRE,COMÚN,MASCULINO,PLURAL
aspiración,NOMBRE,COMÚN,FEMENINO,SINGULAR
aspiraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
astucia,NOMBRE,COMÚN,FEMENINO,SINGULAR
astucias,NOMBRE,COMÚN,FEMENINO,PLURAL
asunción,NOMBRE,COMÚN,FEMENINO,SINGULAR
asunciones,NOMBRE,COMÚN,FEMENINO,PLURAL
asunto,NOMBRE,COMÚN,MASCULINO,SINGULAR
asuntos,NOMBRE,COMÚN,MASCULINO,PLURAL
ataque,NOMBRE,COMÚN,MASCULINO,SINGULAR
ataques,NOMBRE,COMÚN,MASCULINO,PLURAL
atardecer,NOMBRE,COMÚN,MASCULINO,SINGULAR
atardeceres,NOMBRE,COMÚN,MASCULINO,PLURAL
atención,NOMBRE,COMÚN,FEMENINO,SINGULAR
atención_al_cliente,NOMBRE,COMÚN,FEMENINO,SINGULAR
atención_directa,NOMBRE,COMÚN,FEMENINO,SINGULAR
atención_domiciliaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
atención_médica,NOMBRE,COMÚN,FEMENINO,SINGULAR
atención_personal,NOMBRE,COMÚN,FEMENINO,SINGULAR
atención_sanitaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
atención_temprana,NOMBRE,COMÚN,FEMENINO,SINGULAR
atenciones,NOMBRE,COMÚN,FEMENINO,PLURAL
atentado,NOMBRE,COMÚN,MASCULINO,SINGULAR
atentados,NOMBRE,COMÚN,MASCULINO,PLURAL
atilana,NOMBRE,COMÚN,FEMENINO,SINGULAR
atilanas,NOMBRE,COMÚN,FEMENINO,PLURAL
atmósfera,NOMBRE,COMÚN,FEMENINO,SINGULAR
atmósferas,NOMBRE,COMÚN,FEMENINO,PLURAL
átomo,NOMBRE,COMÚN,MASCULINO,SINGULAR
átomos,NOMBRE,COMÚN,MASCULINO,PLURAL
atracador,NOMBRE,COMÚN,MASCULINO,SINGULAR
atracadores,NOMBRE,COMÚN,MASCULINO,PLURAL
atracción,NOMBRE,COMÚN,FEMENINO,SINGULAR
atracciones,NOMBRE,COMÚN,FEMENINO,PLURAL
atractivo,NOMBRE,COMÚN,MASCULINO,SINGULAR
atractivos,NOMBRE,COMÚN,MASCULINO,PLURAL
atribución,NOMBRE,COMÚN,FEMENINO,SINGULAR
atribuciones,NOMBRE,COMÚN,FEMENINO,PLURAL
audición_y_lenguaje,NOMBRE,COMÚN,FEMENINO,SINGULAR
audiencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
audiencia_nacional,NOMBRE,COMÚN,FEMENINO,SINGULAR
audiencia_provincial,NOMBRE,COMÚN,,
audiencias,NOMBRE,COMÚN,FEMENINO,PLURAL
auditoría_de_cuentas,NOMBRE,COMÚN,,
auditoría_externo,NOMBRE,COMÚN,,
auditoría_interno,NOMBRE,COMÚN,,
auge,NOMBRE,COMÚN,MASCULINO,SINGULAR
auges,NOMBRE,COMÚN,MASCULINO,PLURAL
aula_de_informática,NOMBRE,COMÚN,,
aumento,NOMBRE,COMÚN,MASCULINO,SINGULAR
aumento_de_precio,NOMBRE,COMÚN,,
aumentos,NOMBRE,COMÚN,MASCULINO,PLURAL
ausencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
ausencias,NOMBRE,COMÚN,FEMENINO,PLURAL
auto,NOMBRE,COMÚN,MASCULINO,SINGULAR
autobús,NOMBRE,COMÚN,MASCULINO,SINGULAR
autobuses,NOMBRE,COMÚN,MASCULINO,PLURAL
automóvil,NOMBRE,COMÚN,MASCULINO,SINGULAR
automóvil_club,NOMBRE,COMÚN,MASCULINO,SINGULAR
automóviles,NOMBRE,COMÚN,MASCULINO,PLURAL
autonomía,NOMBRE,COMÚN,FEMENINO,SINGULAR
autonomía_personal,NOMBRE,COMÚN,FEMENINO,SINGULAR
autonomías,NOMBRE,COMÚN,FEMENINO,PLURAL
autor,NOMBRE,COMÚN,MASCULINO,SINGULAR
autores,NOMBRE,COMÚN,MASCULINO,PLURAL
autoridad,NOMBRE,COMÚN,FEMENINO,SINGULAR
autoridad_laboral,NOMBRE,COMÚN,,
autoridades,NOMBRE,COMÚN,FEMENINO,PLURAL
autorización,NOMBRE,COMÚN,FEMENINO,SINGULAR
autorización_expresa,NOMBRE,COMÚN,,
autorización_judicial,NOMBRE,COMÚN,,
autorización_previa,NOMBRE,COMÚN,,
autorizaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
autos,NOMBRE,COMÚN,MASCULINO,PLURAL
avance,NOMBRE,COMÚN,MASCULINO,SINGULAR
avances,NOMBRE,COMÚN,MASCULINO,PLURAL
ave,NOMBRE,COMÚN,FEMENINO,SINGULAR
avenida,NOMBRE,COMÚN,FEMENINO,SINGULAR
avenidas,NOMBRE,COMÚN,FEMENINO,PLURAL
aventura,NOMBRE,COMÚN,FEMENINO,SINGULAR
aventuras,NOMBRE,COMÚN,FEMENINO,PLURAL
aves,NOMBRE,COMÚN,FEMENINO,PLURAL
aviación,NOMBRE,COMÚN,FEMENINO,SINGULAR
aviaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
avión,NOMBRE,COMÚN,MASCULINO,SINGULAR
aviones,NOMBRE,COMÚN,MASCULINO,PLURAL
aviso,NOMBRE,COMÚN,MASCULINO,SINGULAR
avisos,NOMBRE,COMÚN,MASCULINO,PLURAL
ayuda,NOMBRE,COMÚN,FEMENINO,SINGULAR
ayuda,NOMBRE,COMÚN,MASCULINO,SINGULAR
ayuda_a_domicilio,NOMBRE,COMÚN,FEMENINO,SINGULAR
ayuda_humanitaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
ayuda_oficial,NOMBRE,COMÚN,,
ayudante,NOMBRE,COMÚN,COMÚN,SINGULAR
ayudante,NOMBRE,COMÚN,MASCULINO,SINGULAR
ayudantes,NOMBRE,COMÚN,COMÚN,PLURAL
ayudantes,NOMBRE,COMÚN,MASCULINO,PLURAL
ayudas,NOMBRE,COMÚN,FEMENINO,PLURAL
ayudas,NOMBRE,COMÚN,MASCULINO,PLURAL
ayuntamiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
ayuntamientos,NOMBRE,COMÚN,MASCULINO,PLURAL
azar,NOMBRE,COMÚN,MASCULINO,SINGULAR
azares,NOMBRE,COMÚN,MASCULINO,PLURAL
aznar,NOMBRE,COMÚN,MASCULINO,SINGULAR
aznares,NOMBRE,COMÚN,MASCULINO,PLURAL
azotea,NOMBRE,COMÚN,FEMENINO,SINGULAR
azoteas,NOMBRE,COMÚN,FEMENINO,PLURAL
azúcar,NOMBRE,COMÚN,COMÚN,SINGULAR
azúcares,NOMBRE,COMÚN,COMÚN,PLURAL
azulejo,NOMBRE,COMÚN,MASCULINO,SINGULAR
azulejos,NOMBRE,COMÚN,MASCULINO,PLURAL
b,NOMBRE,COMÚN,FEMENINO,SINGULAR
bache,NOMBRE,COMÚN,MASCULINO,SINGULAR
baches,NOMBRE,COMÚN,MASCULINO,PLURAL
bacteria,NOMBRE,COMÚN,FEMENINO,SINGULAR
bacterias,NOMBRE,COMÚN,FEMENINO,PLURAL
baile,NOMBRE,COMÚN,FEMENINO,PLURAL
baile,NOMBRE,COMÚN,MASCULINO,SINGULAR
bailes,NOMBRE,COMÚN,MASCULINO,PLURAL
baja,NOMBRE,COMÚN,FEMENINO,SINGULAR
bajas,NOMBRE,COMÚN,FEMENINO,PLURAL
bajo,NOMBRE,COMÚN,MASCULINO,SINGULAR
bajos,NOMBRE,COMÚN,MASCULINO,PLURAL
bala,NOMBRE,COMÚN,FEMENINO,SINGULAR
balance,NOMBRE,COMÚN,MASCULINO,SINGULAR
balances,NOMBRE,COMÚN,MASCULINO,PLURAL
balanza,NOMBRE,COMÚN,FEMENINO,SINGULAR
balanzas,NOMBRE,COMÚN,FEMENINO,PLURAL
balas,NOMBRE,COMÚN,FEMENINO,PLURAL
balcón,NOMBRE,COMÚN,MASCULINO,SINGULAR
balcones,NOMBRE,COMÚN,MASCULINO,PLURAL
baldosa,NOMBRE,COMÚN,FEMENINO,SINGULAR
baldosas,NOMBRE,COMÚN,FEMENINO,PLURAL
balear,NOMBRE,COMÚN,COMÚN,SINGULAR
baleares,NOMBRE,COMÚN,COMÚN,PLURAL
balón,NOMBRE,COMÚN,MASCULINO,SINGULAR
baloncesto,NOMBRE,COMÚN,MASCULINO,SINGULAR
baloncestos,NOMBRE,COMÚN,MASCULINO,PLURAL
balones,NOMBRE,COMÚN,MASCULINO,PLURAL
bambú,NOMBRE,COMÚN,MASCULINO,SINGULAR
bambúes,NOMBRE,COMÚN,MASCULINO,PLURAL
bambús,NOMBRE,COMÚN,MASCULINO,PLURAL
banca,NOMBRE,COMÚN,FEMENINO,SINGULAR
bancas,NOMBRE,COMÚN,FEMENINO,PLURAL
banco,NOMBRE,COMÚN,MASCULINO,SINGULAR
banco_de_pruebas,NOMBRE,COMÚN,,
banco_de_sangre,NOMBRE,COMÚN,,
banco_mundial,NOMBRE,COMÚN,MASCULINO,SINGULAR
banco_nacional,NOMBRE,COMÚN,MASCULINO,SINGULAR
bancos,NOMBRE,COMÚN,MASCULINO,PLURAL
banda,NOMBRE,COMÚN,FEMENINO,SINGULAR
banda_ancha,NOMBRE,COMÚN,FEMENINO,SINGULAR
bandas,NOMBRE,COMÚN,FEMENINO,PLURAL
bandeja,NOMBRE,COMÚN,FEMENINO,SINGULAR
bandejas,NOMBRE,COMÚN,FEMENINO,PLURAL
bandera,NOMBRE,COMÚN,FEMENINO,SINGULAR
bandera_nacional,NOMBRE,COMÚN,,
bandera_roja,NOMBRE,COMÚN,FEMENINO,SINGULAR
banderas,NOMBRE,COMÚN,FEMENINO,PLURAL
bando,NOMBRE,COMÚN,MASCULINO,SINGULAR
bandos,NOMBRE,COMÚN,MASCULINO,PLURAL
banquero,NOMBRE,COMÚN,MASCULINO,SINGULAR
banqueros,NOMBRE,COMÚN,MASCULINO,PLURAL
banquillo,NOMBRE,COMÚN,MASCULINO,SINGULAR
banquillos,NOMBRE,COMÚN,MASCULINO,PLURAL
baño,NOMBRE,COMÚN,MASCULINO,SINGULAR
baños,NOMBRE,COMÚN,MASCULINO,PLURAL
bar,NOMBRE,COMÚN,MASCULINO,SINGULAR
baranda,NOMBRE,COMÚN,COMÚN,SINGULAR
baranda,NOMBRE,COMÚN,FEMENINO,SINGULAR
barandas,NOMBRE,COMÚN,COMÚN,PLURAL
barandas,NOMBRE,COMÚN,FEMENINO,PLURAL
barandilla,NOMBRE,COMÚN,FEMENINO,SINGULAR
barandillas,NOMBRE,COMÚN,FEMENINO,PLURAL
barba,NOMBRE,COMÚN,FEMENINO,SINGULAR
barba,NOMBRE,COMÚN,MASCULINO,SINGULAR
barbaridad,NOMBRE,COMÚN,FEMENINO,SINGULAR
barbaridades,NOMBRE,COMÚN,FEMENINO,PLURAL
barbas,NOMBRE,COMÚN,FEMENINO,PLURAL
barbas,NOMBRE,COMÚN,MASCULINO,PLURAL
barbilla,NOMBRE,COMÚN,FEMENINO,SINGULAR
barbillas,NOMBRE,COMÚN,FEMENINO,PLURAL
barca,NOMBRE,COMÚN,FEMENINO,SINGULAR
barcas,NOMBRE,COMÚN,FEMENINO,PLURAL
barco,NOMBRE,COMÚN,MASCULINO,SINGULAR
barcos,NOMBRE,COMÚN,MASCULINO,PLURAL
bares,NOMBRE,COMÚN,MASCULINO,PLURAL
barra,NOMBRE,COMÚN,FEMENINO,SINGULAR
