PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO,FUNCIÓN
atribuibles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
atroces,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
atroz,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
audaces,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
audaz,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
ausente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
ausentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
austral,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
australes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
auténtica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
auténticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
auténtico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
auténticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
autóctona,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
autóctonas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
autóctono,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
autóctonos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
automática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
automáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
automático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
automáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
autónoma,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
autónomas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
autonómica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
autonómicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
autonómico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
autonómicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
autónomo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
autónomos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
auxiliar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
auxiliares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
azul,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
azules,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
baja,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bajas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bajo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bajos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
balear,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
baleares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
bancaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bancarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bancario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bancarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
barata,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
baratas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
barato,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
baratos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
bárbara,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bárbaras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bárbaro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bárbaros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
barcelonés,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
barcelonesa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
barcelonesas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
barceloneses,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
básica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
básicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
básico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
básicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
belga,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
belgas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
bélica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bélicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bélico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bélicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
bella,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bellas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bello,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bellos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
bíblica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bíblicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bíblico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bíblicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
bilingúe,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
bilingúes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
billonésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
billonésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
billonésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
billonésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
biológica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
biológicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
biológico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
biológicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
blanca,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
blancas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
blanco,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
blancos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
blanda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
blandas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
blando,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
blandos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
bonita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bonitas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bonito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bonitos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
boreal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
boreales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
borracha,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
borrachas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
borracho,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
borrachos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
boscosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
boscosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
boscoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
boscosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
brasileña,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
brasileñas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
brasileño,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
brasileños,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
breve,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
breves,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
brillante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
brillantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
británica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
británicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
británico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
británicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
brusca,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
bruscas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
brusco,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
bruscos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
brutal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
brutales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
buen,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
buena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
buenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
bueno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
buenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
burgués,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
burguesa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
burguesas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
burgueses,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
burlón,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
burlona,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
burlonas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
burlones,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
burocrática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
burocráticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
burocrático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
burocráticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
bursátil,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
bursátiles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
calcárea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
calcáreas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
calcáreo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
calcáreos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cálida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cálidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cálido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cálidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
caliente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
calientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
callejera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
callejeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
callejero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
callejeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
calva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
calvas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
calvo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
calvos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
campesina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
campesinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
campesino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
campesinos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cantante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
cantantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
capaces,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
capaz,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
capital,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
capitales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
caprichosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
caprichosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
caprichoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
caprichosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cara,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
característica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
características,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
característico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
característicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
caras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cardíaca,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cardíacas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cardíaco,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cardíacos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cariñosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cariñosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cariñoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cariñosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
caro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
caros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
castellana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
castellanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
castellano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
castellanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
casual,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
casuales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
catalán,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
catalana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
catalanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
catalanes,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
catalanista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
catalanistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
catalanohablante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
catalanohablantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
católica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
católicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
católico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
católicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
catorceava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
catorceavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
catorceavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
catorceavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
causal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
causales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
célebre,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
célebres,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
celeste,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
celestes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
celosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
celosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
celoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
celosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
celular,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
celulares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
centésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
centésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
centésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
centésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
central,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
centrales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
céntupla,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
céntuplas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
céntuple,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
céntuples,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
céntuplo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
céntuplos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cercana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cercanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cercano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cercanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cerebral,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
cerebrales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
cerrada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
cerradas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
cerrado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
cerrados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
certera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
certeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
certero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
certeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
china,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
chinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
chino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
chinos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ciega,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ciegas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ciego,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ciegos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cienmilésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cienmilésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cienmilésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cienmilésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cienmillonésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cienmillonésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cienmillonésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cienmillonésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cienmilmillonésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cienmilmillonésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cienmilmillonésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cienmilmillonésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
científica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
científicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
científico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
científicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cierta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ciertas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cierto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ciertos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaicincoava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaicincoavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaicincoavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaicincoavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaicuatroava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaicuatroavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaicuatroavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaicuatroavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaidosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaidosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaidosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaidosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentainueveava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentainueveavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentainueveavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentainueveavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaiochava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaiochavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaiochavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaiochavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaiseisava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaiseisavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaiseisavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaiseisavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaisieteava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaisieteavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaisieteavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaisieteavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaitresava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaitresavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaitresavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaitresavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentaiunava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentaiunavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentaiunavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentaiunavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cincuentésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cincuentésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cincuentésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cincuentésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cinematográfica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cinematográficas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cinematográfico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cinematográficos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
civil,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
civiles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
clara,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
claras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
claro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
claros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
clásica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
clásicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
clásico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
clásicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
clasista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
clasistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
climática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
climáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
climático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
climáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
clínica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
clínicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
clínico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
clínicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
cognitiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cognitivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cognitivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cognitivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
coherente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
coherentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
colectiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
colectivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
colectivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
colectivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
colega,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
colegas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
coloquial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
coloquiales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
colosal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
colosales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
comarcal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
comarcales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
comercial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
comerciales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
cómoda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
cómodas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
cómodo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
cómodos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
