PALABRA,CATEGORIA,TIPO,GENERO,NUMERO
andaduras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
andaluces,NOMBRE,COMÚN,MASCULINO,INVARIABLE
andaluz,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anécdota,NOMBRE,COMÚN,FEMENINO,INVARIABLE
anécdotas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ángel,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ángeles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ángulo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ángulos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
angustia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
angustias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
anillo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anillos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
animal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
animal_salvaje,NOMBRE,COMÚN,,
animales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ánimo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ánimos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aniversario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aniversarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anochecer,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anocheceres,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anomalía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
anomalías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
anos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ansia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ansias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ansiedad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ansiedades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
antecedente,NOMBRE,COMÚN,MASCULINO,INVARIABLE
antecedente_personal,NOMBRE,COMÚN,,
antecedentes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
antena,NOMBRE,COMÚN,FEMENINO,INVARIABLE
antenas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
antepasado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
antepasados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anticuerpo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anticuerpos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
antigüedad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
antigüedades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
antiguo_régimen,NOMBRE,COMÚN,MASCULINO,INVARIABLE
antropología_cultural,NOMBRE,COMÚN,MASCULINO,INVARIABLE
antropología_filosófica,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anuario_estadístico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anuncio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
anuncios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
añicos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
año,NOMBRE,COMÚN,MASCULINO,INVARIABLE
año_de_servicio,NOMBRE,COMÚN,,
año_fiscal,NOMBRE,COMÚN,,
año_natural,NOMBRE,COMÚN,,
año_sabático,NOMBRE,COMÚN,,
años,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparadores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparato,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparatos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparcero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparceros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparejo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparejos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aparición,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apariciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apariencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apariencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apartado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apartado_de_correos,NOMBRE,COMÚN,,
apartados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apartamento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apartamentos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apego,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apegos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apellido,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apellidos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apéndice,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apéndices,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apercibimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apercibimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apertura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aperturas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apetito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apetitos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aplauso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aplausos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aplicación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aplicación_informática,NOMBRE,COMÚN,,
aplicaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aportación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aportaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apóstol,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apóstoles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apoyo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apoyo_docente,NOMBRE,COMÚN,,
apoyo_escolar,NOMBRE,COMÚN,,
apoyo_financiero,NOMBRE,COMÚN,,
apoyo_logístico,NOMBRE,COMÚN,,
apoyo_psicológico,NOMBRE,COMÚN,,
apoyo_social,NOMBRE,COMÚN,,
apoyo_técnico,NOMBRE,COMÚN,,
apoyos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apreciación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apreciaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aprecio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aprecios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aprendizaje,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aprendizaje_significativo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aprendizajes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aprobación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aprobaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aprovechamiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aprovechamientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aproximación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aproximaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aptitud,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aptitudes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apuesta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apuestas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
apuro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
apuros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
árabe,NOMBRE,COMÚN,COMÚN,INVARIABLE
árabes,NOMBRE,COMÚN,COMÚN,INVARIABLE
arabización,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arabizaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aragonés,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aragoneses,NOMBRE,COMÚN,MASCULINO,INVARIABLE
araña,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arañas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
árbitro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
árbitros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
árbol,NOMBRE,COMÚN,MASCULINO,INVARIABLE
árbol_frutal,NOMBRE,COMÚN,,
árbol_genealógico,NOMBRE,COMÚN,,
árboles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arbusto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arbustos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arca,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arcas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
archivo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
archivo_general,NOMBRE,COMÚN,,
archivos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arcilla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arcillas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arco,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arcos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
área,NOMBRE,COMÚN,FEMENINO,INVARIABLE
áreas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arena,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arenas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
argentina,NOMBRE,COMÚN,FEMENINO,INVARIABLE
argentinas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
argentino,NOMBRE,COMÚN,MASCULINO,INVARIABLE
argentinos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
argumentación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
argumentaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
argumento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
argumentos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aritmética,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aritméticas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arma,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arma_biológica,NOMBRE,COMÚN,,
arma_nuclear,NOMBRE,COMÚN,,
arma_química,NOMBRE,COMÚN,,
armamento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
armamentos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
armario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
armarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
armas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
armonía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
armonías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aroma,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aroma,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aromas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aromas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arqueología,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arqueologías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arquitecto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arquitecto_técnico,NOMBRE,COMÚN,,
arquitectos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arquitectura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arquitectura_popular,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arquitecturas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arraigo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arraigos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arranque,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arranque,NOMBRE,PROPIO,MASCULINO,INVARIABLE
arranque,NOMBRE,PROPIO,COMÚN,INVARIABLE
arranques,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arrebato,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arrebatos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arreglo_floral,NOMBRE,COMÚN,,
arroces,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arroyo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arroyos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arroz,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arroz_blanco,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arruga,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arrugas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
arsenal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arsenales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
art_nouveau,NOMBRE,COMÚN,MASCULINO,INVARIABLE
arte,NOMBRE,COMÚN,COMÚN,INVARIABLE
arte_contemporáneo,NOMBRE,COMÚN,COMÚN,INVARIABLE
arte_dramático,NOMBRE,COMÚN,COMÚN,INVARIABLE
arte_medieval,NOMBRE,COMÚN,COMÚN,INVARIABLE
arte_moderno,NOMBRE,COMÚN,COMÚN,INVARIABLE
arte_popular,NOMBRE,COMÚN,,
artes,NOMBRE,COMÚN,COMÚN,INVARIABLE
artes_aplicadas,NOMBRE,COMÚN,COMÚN,INVARIABLE
artes_audiovisuales,NOMBRE,COMÚN,COMÚN,INVARIABLE
articulación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
articulaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
artículo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
artículos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
artista,NOMBRE,COMÚN,COMÚN,INVARIABLE
artistas,NOMBRE,COMÚN,COMÚN,INVARIABLE
as,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asalto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asaltos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asamblea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asamblea_general,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asamblea_general_extraordinaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asamblea_general_ordinaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asamblea_nacional_constituyente,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asamblea_plenaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asamblea_popular,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asambleas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ascensión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ascensiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ascenso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ascensor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ascensores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ascensos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asco,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ascos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asegurado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asegurador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aseguradores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asegurados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asentamiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asentamientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ases,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asesinato,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asesinatos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asesino,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asesinos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asesor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asesor_fiscal,NOMBRE,COMÚN,,
asesor_jurídico,NOMBRE,COMÚN,,
asesor_legal,NOMBRE,COMÚN,,
asesor_técnico,NOMBRE,COMÚN,,
asesores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asesoría_jurídica,NOMBRE,COMÚN,,
asesoría_legal,NOMBRE,COMÚN,,
asfalto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asfaltos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asiento,NOMBRE,PROPIO,COMÚN,INVARIABLE
asientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asignatura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asignaturas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asilo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asilo_político,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asilos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asimilación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asimilaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asistencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asistencia_legal,NOMBRE,COMÚN,,
asistencia_sanitaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asistencia_técnica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asistencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asistente,NOMBRE,COMÚN,COMÚN,INVARIABLE
asistentes,NOMBRE,COMÚN,COMÚN,INVARIABLE
asma_bronquial,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asociación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asociación_civil,NOMBRE,COMÚN,,
asociación_de_empresarios,NOMBRE,COMÚN,,
asociación_de_vecinos,NOMBRE,COMÚN,,
asociación_empresarial,NOMBRE,COMÚN,,
asociación_profesional,NOMBRE,COMÚN,,
asociaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asombro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asombros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aspecto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aspectos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aspiración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aspiraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
astucia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
astucias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asunción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asunciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
asunto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
asuntos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ataque,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ataques,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atardecer,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atardeceres,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atención,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atención_al_cliente,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atención_directa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atención_domiciliaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atención_médica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atención_personal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atención_sanitaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atención_temprana,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atenciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atentado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atentados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atilana,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atilanas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atmósfera,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atmósferas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
átomo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
átomos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atracador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atracadores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atracción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atracciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atractivo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atractivos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
atribución,NOMBRE,COMÚN,FEMENINO,INVARIABLE
atribuciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
audición_y_lenguaje,NOMBRE,COMÚN,FEMENINO,INVARIABLE
audiencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
audiencia_nacional,NOMBRE,COMÚN,FEMENINO,INVARIABLE
audiencia_provincial,NOMBRE,COMÚN,,
audiencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
auditoría_de_cuentas,NOMBRE,COMÚN,,
auditoría_externo,NOMBRE,COMÚN,,
auditoría_interno,NOMBRE,COMÚN,,
auge,NOMBRE,COMÚN,MASCULINO,INVARIABLE
auges,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aula_de_informática,NOMBRE,COMÚN,,
aumento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aumento_de_precio,NOMBRE,COMÚN,,
aumentos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ausencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ausencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
auto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
autobús,NOMBRE,COMÚN,MASCULINO,INVARIABLE
autobuses,NOMBRE,COMÚN,MASCULINO,INVARIABLE
automóvil,NOMBRE,COMÚN,MASCULINO,INVARIABLE
automóvil_club,NOMBRE,COMÚN,MASCULINO,INVARIABLE
automóviles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
autonomía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
autonomía_personal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
autonomías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
autor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
autores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
autoridad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
autoridad_laboral,NOMBRE,COMÚN,,
autoridades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
autorización,NOMBRE,COMÚN,FEMENINO,INVARIABLE
autorización_expresa,NOMBRE,COMÚN,,
autorización_judicial,NOMBRE,COMÚN,,
autorización_previa,NOMBRE,COMÚN,,
autorizaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
autos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
avance,NOMBRE,COMÚN,MASCULINO,INVARIABLE
avances,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ave,NOMBRE,COMÚN,FEMENINO,INVARIABLE
avenida,NOMBRE,COMÚN,FEMENINO,INVARIABLE
avenidas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aventura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aventuras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aves,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aviación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
aviaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
avión,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aviones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aviso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
avisos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ayuda,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ayuda,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ayuda_a_domicilio,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ayuda_humanitaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ayuda_oficial,NOMBRE,COMÚN,,
ayudante,NOMBRE,COMÚN,COMÚN,INVARIABLE
ayudante,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ayudantes,NOMBRE,COMÚN,COMÚN,INVARIABLE
ayudantes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ayudas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ayudas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ayuntamiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ayuntamientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
azar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
azares,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aznar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
aznares,NOMBRE,COMÚN,MASCULINO,INVARIABLE
azotea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
azoteas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
azúcar,NOMBRE,COMÚN,COMÚN,INVARIABLE
azúcares,NOMBRE,COMÚN,COMÚN,INVARIABLE
azulejo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
azulejos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
b,NOMBRE,COMÚN,FEMENINO,INVARIABLE
bache,NOMBRE,COMÚN,MASCULINO,INVARIABLE
baches,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bacteria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
bacterias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
baile,NOMBRE,COMÚN,FEMENINO,INVARIABLE
baile,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bailes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
baja,NOMBRE,COMÚN,FEMENINO,INVARIABLE
bajas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
bajo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bajos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bala,NOMBRE,COMÚN,FEMENINO,INVARIABLE
balance,NOMBRE,COMÚN,MASCULINO,INVARIABLE
balances,NOMBRE,COMÚN,MASCULINO,INVARIABLE
balanza,NOMBRE,COMÚN,FEMENINO,INVARIABLE
balanzas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
balas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
balcón,NOMBRE,COMÚN,MASCULINO,INVARIABLE
balcones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
baldosa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
baldosas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
balear,NOMBRE,COMÚN,COMÚN,INVARIABLE
baleares,NOMBRE,COMÚN,COMÚN,INVARIABLE
balón,NOMBRE,COMÚN,MASCULINO,INVARIABLE
baloncesto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
baloncestos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
balones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bambú,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bambúes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bambús,NOMBRE,COMÚN,MASCULINO,INVARIABLE
banca,NOMBRE,COMÚN,FEMENINO,INVARIABLE
bancas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
banco,NOMBRE,COMÚN,MASCULINO,INVARIABLE
banco_de_pruebas,NOMBRE,COMÚN,,
banco_de_sangre,NOMBRE,COMÚN,,
banco_mundial,NOMBRE,COMÚN,MASCULINO,INVARIABLE
banco_nacional,NOMBRE,COMÚN,MASCULINO,INVARIABLE
bancos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
banda,NOMBRE,COMÚN,FEMENINO,INVARIABLE
banda_ancha,NOMBRE,COMÚN,FEMENINO,INVARIABLE
